Progress,Duration (in seconds),DistributionChannel,consent,prolificID,politics_survey_1,politics_survey_2,politics_survey_3,politics_survey_4,politics_survey_5,religion_survey_1,religion_survey_2,religion_survey_3,religion_survey_4,religion_survey_5,moral_survey_1,moral_survey_2,moral_survey_3,moral_survey_4,moral_survey_5,arbitrary_survey_1,arbitrary_survey_2,arbitrary_survey_3,arbitrary_survey_4,arbitrary_survey_5,preferences_survey_1,preferences_survey_2,preferences_survey_3,preferences_survey_4,preferences_survey_5,identity_survey_1,identity_survey_2,identity_survey_3,identity_survey_4,identity_survey_5,background_survey_1,background_survey_2,background_survey_3,background_survey_4,background_survey_5,politics_learn_1,politics_learn_3,politics_learn_4,politics_learn_7,politics_learn_8,religion_learn_1,religion_learn_2,religion_learn_3,religion_learn_5,religion_learn_9,moral_learn_1,moral_learn_6,moral_learn_7,moral_learn_9,moral_learn_10,arbitrary_learn_2,arbitrary_learn_4,arbitrary_learn_6,arbitrary_learn_7,arbitrary_learn_9,preferences_learn_1,preferences_learn_2,preferences_learn_3,preferences_learn_4,preferences_learn_5,identity_learn_1,identity_learn_2,identity_learn_4,identity_learn_6,identity_learn_8,background_learn_2,background_learn_4,background_learn_5,background_learn_6,background_learn_7,politics_interest_1,politics_interest_3,politics_interest_4,politics_interest_7,politics_interest_8,religion_interest_1,religion_interest_2,religion_interest_3,religion_interest_5,religion_interest_9,moral_interest_1,moral_interest_6,moral_interest_7,moral_interest_9,moral_interest_10,arbitrary_interest_2,arbitrary_interest_4,arbitrary_interest_6,arbitrary_interest_7,arbitrary_interest_9,preferences_interest_1,preferences_interest_2,preferences_interest_3,preferences_interest_4,preferences_interest_5,identity_interest_1,identity_interest_2,identity_interest_4,identity_interest_6,identity_interest_8,background_interest_2,background_interest_4,background_interest_5,background_interest_6,background_interest_7,politics_deep_1,politics_deep_3,politics_deep_4,politics_deep_7,politics_deep_8,religion_deep_1,religion_deep_2,religion_deep_3,religion_deep_5,religion_deep_9,moral_deep_1,moral_deep_6,moral_deep_7,moral_deep_9,moral_deep_10,arbitrary_deep_2,arbitrary_deep_4,arbitrary_deep_6,arbitrary_deep_7,arbitrary_deep_9,preferences_deep_1,preferences_deep_2,preferences_deep_3,preferences_deep_4,preferences_deep_5,identity_deep_1,identity_deep_2,identity_deep_4,identity_deep_6,identity_deep_8,background_deep_2,background_deep_4,background_deep_5,background_deep_6,background_deep_7,politics_likely_1,politics_likely_3,politics_likely_4,politics_likely_7,politics_likely_8,religion_likely_1,religion_likely_2,religion_likely_3,religion_likely_5,religion_likely_9,moral_likely_1,moral_likely_6,moral_likely_7,moral_likely_9,moral_likely_10,arbitrary_likely_2,arbitrary_likely_4,arbitrary_likely_6,arbitrary_likely_7,arbitrary_likely_9,preferences_likely_1,preferences_likely_2,preferences_likely_3,preferences_likely_4,preferences_likely_5,identity_likely_1,identity_likely_2,identity_likely_4,identity_likely_6,identity_likely_8,background_likely_2,background_likely_4,background_likely_5,background_likely_6,background_likely_7,politics_divisive_1,politics_divisive_3,politics_divisive_4,politics_divisive_7,politics_divisive_8,religion_divisive_1,religion_divisive_2,religion_divisive_3,religion_divisive_5,religion_divisive_9,moral_divisive_1,moral_divisive_6,moral_divisive_7,moral_divisive_9,moral_divisive_10,arbitrary_divisive_2,arbitrary_divisive_4,arbitrary_divisive_6,arbitrary_divisive_7,arbitrary_divisive_9,preferences_divisive_1,preferences_divisive_2,preferences_divisive_3,preferences_divisive_4,preferences_divisive_5,identity_divisive_1,identity_divisive_2,identity_divisive_4,identity_divisive_6,identity_divisive_8,background_divisive_2,background_divisive_4,background_divisive_5,background_divisive_6,background_divisive_7,politics_personal_1,politics_personal_3,politics_personal_4,politics_personal_7,politics_personal_8,religion_personal_1,religion_personal_2,religion_personal_3,religion_personal_5,religion_personal_9,moral_personal_1,moral_personal_6,moral_personal_7,moral_personal_9,moral_personal_10,arbitrary_personal_2,arbitrary_personal_4,arbitrary_personal_6,arbitrary_personal_7,arbitrary_personal_9,preferences_personal_1,preferences_personal_2,preferences_personal_3,preferences_personal_4,preferences_personal_5,identity_personal_1,identity_personal_2,identity_personal_4,identity_personal_6,identity_personal_8,background_personal_2,background_personal_4,background_personal_5,background_personal_6,background_personal_7,politics_relevant_1,politics_relevant_3,politics_relevant_4,politics_relevant_7,politics_relevant_8,religion_relevant_1,religion_relevant_2,religion_relevant_3,religion_relevant_5,religion_relevant_9,moral_relevant_1,moral_relevant_6,moral_relevant_7,moral_relevant_9,moral_relevant_10,arbitrary_relevant_2,arbitrary_relevant_4,arbitrary_relevant_6,arbitrary_relevant_7,arbitrary_relevant_9,preferences_relevant_1,preferences_relevant_2,preferences_relevant_3,preferences_relevant_4,preferences_relevant_5,identity_relevant_1,identity_relevant_2,identity_relevant_4,identity_relevant_6,identity_relevant_8,background_relevant_2,background_relevant_4,background_relevant_5,background_relevant_6,background_relevant_7,politics_same_1,politics_same_3,politics_same_4,politics_same_7,politics_same_8,religion_same_1,religion_same_2,religion_same_3,religion_same_5,religion_same_9,moral_same_1,moral_same_6,moral_same_7,moral_same_9,moral_same_10,arbitrary_same_2,arbitrary_same_4,arbitrary_same_6,arbitrary_same_7,arbitrary_same_9,preferences_same_1,preferences_same_2,preferences_same_3,preferences_same_4,preferences_same_5,identity_same_1,identity_same_2,identity_same_4,identity_same_6,identity_same_8,background_same_2,background_same_4,background_same_5,background_same_6,background_same_7,age,race,ethnicity,gender,handedness,PROLIFIC_PID
100,257,anonymous,Accept consent,5a275f78e1f83300017f0604,Probably not,Unsure,Probably yes,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably yes,Unsure,Probably yes,Probably yes,Unsure,Probably yes,Definitely yes,Definitely yes,Definitely not,Probably not,Probably yes,Probably yes,Unsure,Probably yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Unsure,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,20,60,70,60,60,40,50,40,40,60,30,55,33,35,10,60,25,80,60,30,40,50,30,10,60,95,85,20,70,66,90,70,70,30,26,"Asian/Asian-American,White",Not Hispanic,Male,Right,5a275f78e1f83300017f0604
100,319,anonymous,Accept consent,659574f07126f2134a8b8790,Unsure,Probably not,Definitely not,Probably not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely not,Unsure,Definitely not,Definitely yes,Probably not,Definitely yes,Definitely yes,Probably yes,Probably not,Probably yes,Probably yes,Probably yes,Probably yes,Probably not,Definitely not,Definitely yes,Definitely not,Probably yes,Probably yes,Definitely not,Definitely not,Unsure,Definitely yes,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,34,22,40,14,24,50,38,33,11,80,85,76,75,50,50,87,75,61,36,37,34,70,47,43,22,72,73,52,72,72,0,50,64,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,White,Not Hispanic,Female,Right,659574f07126f2134a8b8790
100,296,anonymous,Accept consent,63624e182de230be2be1f64c,Probably not,Unsure,Unsure,Probably yes,Unsure,Definitely not,Probably not,Probably not,Unsure,Unsure,Definitely not,Definitely not,Probably yes,Probably not,Definitely yes,Probably yes,Probably yes,Definitely not,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably not,Probably yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,62,73,29,71,32,71,58,84,86,23,20,20,17,32,21,13,23,16,2,21,22,23,23,21,65,96,90,70,65,17,18,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,"Asian/Asian-American,White",Not Hispanic,Male,Right,63624e182de230be2be1f64c
100,502,anonymous,Accept consent,60cff3ba91773f75c9504567,Probably not,Unsure,Definitely not,Probably yes,Definitely yes,Definitely not,Probably yes,Probably not,Probably yes,Unsure,Definitely not,Definitely not,Unsure,Unsure,Probably yes,Definitely yes,Definitely yes,Unsure,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Unsure,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely not,Definitely yes,Probably yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,53,57,30,27,36,63,63,66,63,60,25,30,50,60,56,13,20,6,20,4,4,4,4,25,19,63,61,59,66,15,9,50,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,White,Not Hispanic,Male,Right,60cff3ba91773f75c9504567
100,349,anonymous,Accept consent,5f4d5dcac7c1d116643efed3,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Probably not,Definitely not,Unsure,Unsure,Definitely yes,Definitely yes,Probably yes,Definitely not,Probably yes,Definitely not,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Probably yes,Definitely yes,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,35,100,90,80,100,100,100,100,100,95,90,10,10,90,40,40,75,75,0,20,20,20,20,35,80,91,90,80,50,65,40,65,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,White,Not Hispanic,Male,Right,5f4d5dcac7c1d116643efed3
100,568,anonymous,Accept consent,60255901704fd208ecdcf32b,Probably not,Probably yes,Definitely not,Probably yes,Unsure,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably not,Probably not,Unsure,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely yes,Unsure,Definitely not,Probably yes,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Probably not,Definitely not,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,88,95,3,92,47,45,44,50,89,86,75,50,9,92,2,4,6,2,5,11,6,72,9,7,0,3,3,2,0,47,6,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,White,Hispanic,Male,Right,60255901704fd208ecdcf32b
100,435,anonymous,Accept consent,58fe1c529dc84a000134e24e,Probably yes,Probably yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,65,50,50,82,82,82,88,82,50,50,50,0,50,57,50,56,60,50,50,50,50,50,50,68,93,93,50,91,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,Black/African-American,Not Hispanic,Female,Right,58fe1c529dc84a000134e24e
100,359,anonymous,Accept consent,5e6fe86f7245355b33d7b045,Unsure,Probably not,Probably not,Unsure,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Probably not,Definitely not,Definitely not,Probably yes,Probably yes,Definitely yes,Definitely not,Unsure,Probably yes,Unsure,Probably yes,Unsure,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Unsure,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,65,66,62,67,66,89,85,79,77,62,57,81,42,43,38,12,3,40,16,15,21,9,31,21,40,73,70,93,43,44,69,59,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,White,Not Hispanic,Female,Right,5e6fe86f7245355b33d7b045
100,333,anonymous,Accept consent,5ff5f6c52171e10f72d3610c,Probably not,Definitely not,Probably yes,Probably yes,Probably yes,Definitely not,Definitely yes,Definitely not,Probably yes,Definitely yes,Probably yes,Probably not,Probably yes,Unsure,Probably yes,Definitely not,Definitely not,Definitely not,Definitely not,Probably yes,Probably yes,Probably not,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,33,4,0,56,59,72,80,50,80,0,0,0,22,0,0,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,White,Not Hispanic,Female,Right,5ff5f6c52171e10f72d3610c
100,323,anonymous,Accept consent,5de7d12c26dd95000b6824c5,Definitely not,Probably not,Unsure,Unsure,Probably yes,Definitely not,Probably yes,Probably not,Probably yes,Probably yes,Unsure,Unsure,Probably yes,Probably not,Definitely yes,Probably not,Probably yes,Probably yes,Probably not,Definitely yes,Probably yes,Probably yes,Probably not,Probably yes,Probably not,Probably yes,Definitely yes,Definitely yes,Unsure,Definitely not,Definitely not,Definitely not,Probably yes,Probably yes,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,65,60,40,56,47,56,58,66,67,55,59,50,36,28,46,78,54,57,34,55,72,67,72,65,68,37,50,42,72,68,68,65,77,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,White,Not Hispanic,Male,Right,5de7d12c26dd95000b6824c5
100,412,anonymous,Accept consent,5e38d8e9dc4a340fe4a9dd4e,Definitely not,Definitely not,Probably yes,Probably yes,Definitely yes,Definitely not,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Probably not,Unsure,Unsure,Probably yes,Definitely yes,Definitely yes,Definitely not,Probably not,Definitely yes,Probably yes,Definitely yes,Unsure,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely not,Definitely not,Definitely not,Unsure,Definitely not,Definitely not,64,65,24,69,26,33,73,32,66,75,86,85,67,59,39,63,78,5,24,54,59,40,65,42,67,23,7,3,82,8,61,63,70,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,White,Not Hispanic,Male,Right,5e38d8e9dc4a340fe4a9dd4e
100,389,anonymous,Accept consent,5a2e04c5c7ed3b0001823507,Unsure,Probably not,Definitely yes,Probably yes,Definitely yes,Definitely not,Definitely yes,Probably not,Definitely yes,Definitely yes,Probably not,Definitely not,Probably yes,Definitely not,Probably yes,Probably not,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Probably yes,Definitely yes,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,30,60,40,30,30,30,95,60,90,90,100,0,90,60,0,0,30,0,0,0,0,0,0,0,70,70,30,0,1,0,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,Black/African-American,Not Hispanic,Female,Right,5a2e04c5c7ed3b0001823507
100,387,anonymous,Accept consent,654c3e0ae0f0b00bf736b0bc,Definitely not,Probably not,Probably yes,Probably yes,Definitely yes,Definitely not,Unsure,Probably yes,Probably yes,Unsure,Probably yes,Probably not,Probably not,Definitely not,Probably yes,Probably yes,Probably yes,Definitely not,Probably yes,Probably yes,Probably not,Probably not,Probably yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,0,15,1,20,0,0,40,0,0,30,74,85,30,95,0,30,0,0,30,25,90,0,50,0,76,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,"Black/African-American,Native-American/Alaskan-Native,White",Not Hispanic,Female,Right,654c3e0ae0f0b00bf736b0bc
100,739,anonymous,Accept consent,641319b8fbec2db7b9736f35,Definitely not,Definitely not,Probably not,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely not,Definitely not,Definitely not,Definitely yes,Probably yes,Definitely yes,Probably yes,Unsure,Probably yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Probably not,Definitely not,Definitely yes,Probably yes,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,50,28,100,100,98,99,100,100,100,100,86,100,84,34,95,39,32,39,100,71,28,99,93,100,100,100,23,100,0,2,100,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,White,Not Hispanic,Female,Right,641319b8fbec2db7b9736f35
100,432,anonymous,Accept consent,5a4f6c4b5f741700018a79a8,Definitely yes,Probably yes,Unsure,Probably yes,Definitely yes,Definitely not,Definitely yes,Unsure,Definitely yes,Definitely yes,Probably not,Probably not,Definitely yes,Probably not,Probably yes,Probably not,Definitely yes,Definitely yes,Unsure,Definitely yes,Probably yes,Unsure,Unsure,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Unsure,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely yes,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,96,63,82,100,92,100,66,100,100,46,45,100,4,95,73,84,72,86,79,92,71,45,94,99,0,100,100,11,0,15,55,100,56,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,White,Hispanic,Male,Right,5a4f6c4b5f741700018a79a8
100,667,anonymous,Accept consent,612c365b952c2a5244a9bee6,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Unsure,Definitely yes,Probably not,Probably yes,Definitely yes,Probably yes,Definitely not,Probably not,Definitely not,Probably yes,Probably not,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,50,98,50,47,60,80,45,80,40,88,44,68,58,90,80,0,0,40,10,20,0,1,25,2,14,91,70,0,0,0,50,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,"Black/African-American,Native-American/Alaskan-Native",Not Hispanic,Female,Left,612c365b952c2a5244a9bee6
100,599,anonymous,Accept consent,6005bf78ff6a5287aba5661f,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Unsure,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Unsure,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Probably not,0,100,0,100,100,0,0,0,0,0,25,25,100,100,100,100,100,100,100,100,100,100,50,100,0,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,"Black/African-American,White",Hispanic,Female,Right,6005bf78ff6a5287aba5661f
100,1420,anonymous,Accept consent,65a6be61ac970b4442c15790,Unsure,Unsure,Definitely yes,Definitely yes,Probably yes,Definitely not,Probably yes,Definitely yes,Probably yes,Probably yes,Probably not,Definitely not,Unsure,Probably not,Probably yes,Definitely yes,Probably yes,Definitely not,Unsure,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,65,88,90,80,53,51,70,70,80,91,95,52,90,65,66,60,60,41,68,70,80,56,70,60,75,65,55,70,53,60,61,99,40,55,29,White,Not Hispanic,Female,Right,65a6be61ac970b4442c15790
